gene,sig,sig_cell_types
POSTN,7,"['CD4+ T cells', 'CD8+ T cells', 'CLEC10A+ DCs', 'Langerhans', 'Macrophages', 'Mast cells', 'Tregs']"
TNXB,7,"['CD4+ T cells', 'CD8+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages', 'Mast cells', 'Tregs']"
DIO2,7,"['CD4+ T cells', 'CD8+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages', 'Mast cells', 'Tregs']"
STAT1,7,"['CD4+ T cells', 'CD8+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs', 'Langerhans', 'Macrophages', 'Mast cells']"
IRF1,7,"['CD4+ T cells', 'CD8+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages', 'Mast cells', 'Tregs']"
JAK3,7,"['CD4+ T cells', 'CD8+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages', 'Mast cells', 'Tregs']"
CFH,6,"['CD4+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages', 'Mast cells', 'Tregs']"
CD99,6,"['CD4+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs', 'Langerhans', 'Macrophages', 'Tregs']"
ABI3,6,"['CD4+ T cells', 'CD8+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages', 'Tregs']"
CCDC80,6,"['CD4+ T cells', 'CD8+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages', 'Tregs']"
HIF1A,6,"['CD4+ T cells', 'CLEC10A+ DCs', 'Langerhans', 'Macrophages', 'Mast cells', 'Tregs']"
DPT,5,"['CD4+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages', 'Tregs']"
SCN4B,5,"['CD4+ T cells', 'CD8+ T cells', 'CLEC10A+ DCs', 'Macrophages', 'Tregs']"
PPP1R16B,5,"['CD4+ T cells', 'CD8+ T cells', 'CLEC10A+ DCs', 'Macrophages', 'Tregs']"
CD34,5,"['CD4+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages', 'Tregs']"
PLEC,5,"['CD4+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages', 'Tregs']"
SOCS3,5,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages', 'Mast cells', 'Tregs']"
GIMAP5,5,"['CD4+ T cells', 'CD8+ T cells', 'CLEC10A+ DCs', 'Macrophages', 'Tregs']"
TPPP,5,"['CD4+ T cells', 'CD8+ T cells', 'Macrophages', 'Mast cells', 'Tregs']"
PIM2,5,"['CD4+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages', 'Tregs']"
CXCL13,5,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages', 'Mast cells', 'Tregs']"
FCER1A,5,"['CD4+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages', 'Mast cells']"
SLIT2,5,"['CD4+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages', 'Mast cells']"
CTHRC1,5,"['CD4+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages', 'Mast cells']"
L1CAM,4,"['CD4+ T cells', 'CD8+ T cells', 'Mast cells', 'Tregs']"
PTGER3,4,"['CD4+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages']"
PTGER4,4,"['CD4+ T cells', 'CD8+ T cells', 'Macrophages', 'Tregs']"
CADM3,4,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages', 'Tregs']"
PRNP,4,"['CD4+ T cells', 'CD8+ T cells', 'Macrophages', 'Tregs']"
ST14,4,"['CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages', 'Mast cells']"
CDKN1A,4,"['CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages', 'Tregs']"
FCMR,4,"['CD4+ T cells', 'CD8+ T cells', 'Macrophages', 'Tregs']"
ATP2B1,4,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages', 'Tregs']"
PLEKHH2,4,"['CD8+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages']"
COLEC12,4,"['CD4+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages']"
SDC2,4,"['CD4+ T cells', 'CD8+ T cells', 'CLEC10A+ DCs', 'Tregs']"
IRX1,4,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages', 'Tregs']"
H19,4,"['CD4+ T cells', 'CD8+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
SELL,4,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages', 'Tregs']"
PTGDR2,4,"['CD4+ T cells', 'CD8+ T cells', 'CLEC10A+ DCs', 'Tregs']"
TNS2,4,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages', 'Tregs']"
GBP1,4,"['CLEC10A+ DCs', 'Langerhans', 'Macrophages', 'Mast cells']"
IL11RA,4,"['CD4+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages']"
MIAT,4,"['CD4+ T cells', 'CD8+ T cells', 'Macrophages', 'Tregs']"
TPPP3,4,"['CD4+ T cells', 'CD8+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
IL21R,4,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages', 'Tregs']"
FAM107A,4,"['CD4+ T cells', 'CD8+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
TGFB3,4,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages', 'Tregs']"
SLIT3,3,"['CLEC10A+ DCs', 'Macrophages', 'Tregs']"
PSTPIP2,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
PHETA1,3,"['CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages']"
ADRB2,3,"['CLEC10A+ DCs', 'Macrophages', 'Tregs']"
ADORA3,3,"['CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages']"
PDE4A,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs']"
PER3,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
BATF,3,"['CLEC10A+ DCs', 'Macrophages', 'Tregs']"
CASS4,3,"['CD4+ T cells', 'CD8+ T cells', 'Tregs']"
ICAM1,3,"['CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages']"
NCF1,3,"['CD8+ T cells', 'CLEC9A+ DCs', 'Mast cells']"
SLC17A7,3,"['CD4+ T cells', 'Macrophages', 'Tregs']"
ITGAM,3,"['CD8+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
TMEM97,3,"['CLEC10A+ DCs', 'CLEC9A+ DCs', 'Langerhans']"
ALOX15,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
CD302,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
CCBE1,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
ADGRE5,3,"['CLEC10A+ DCs', 'Macrophages', 'Tregs']"
SCN9A,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
RXRA,3,"['CD4+ T cells', 'CLEC9A+ DCs', 'Tregs']"
RYR1,3,"['CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages']"
MME,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
STAT3,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
CD1C,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs']"
SLAMF7,3,"['CLEC10A+ DCs', 'Macrophages', 'Mast cells']"
OSR2,3,"['CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages']"
NDRG2,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs']"
GBP5,3,"['CD8+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
GREM2,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
DMWD,3,"['CLEC10A+ DCs', 'Langerhans', 'Macrophages']"
GXYLT2,3,"['CD8+ T cells', 'Macrophages', 'Tregs']"
CCR2,3,"['CD4+ T cells', 'CD8+ T cells', 'Macrophages']"
TAP1,3,"['CLEC10A+ DCs', 'Macrophages', 'Mast cells']"
CNTNAP1,3,"['CD4+ T cells', 'CD8+ T cells', 'Tregs']"
CA12,3,"['CLEC10A+ DCs', 'Macrophages', 'Mast cells']"
RECK,3,"['CLEC10A+ DCs', 'Macrophages', 'Tregs']"
PDLIM2,3,"['CLEC10A+ DCs', 'Macrophages', 'Tregs']"
MMP14,3,"['CLEC10A+ DCs', 'Macrophages', 'Mast cells']"
NR1H3,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
FCGR2B,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
COL5A2,3,"['CLEC10A+ DCs', 'Macrophages', 'Mast cells']"
HOPX,3,"['CD4+ T cells', 'CD8+ T cells', 'Tregs']"
TNFRSF9,3,"['CLEC10A+ DCs', 'Macrophages', 'Tregs']"
PTPN2,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
IDO1,3,"['CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages']"
LPAR6,3,"['CD4+ T cells', 'CD8+ T cells', 'CLEC10A+ DCs']"
TSPAN14,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
IL2RB,3,"['CD4+ T cells', 'Macrophages', 'Tregs']"
THBS1,3,"['CLEC10A+ DCs', 'Macrophages', 'Mast cells']"
NFKB2,3,"['CLEC10A+ DCs', 'Macrophages', 'Tregs']"
EIF4A1,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
PROS1,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
EPAS1,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
CD79A,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
SOCS1,3,"['CLEC10A+ DCs', 'Macrophages', 'Mast cells']"
RBPJ,3,"['CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages']"
RAI2,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
LPAR5,3,"['CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages']"
LEPR,3,"['CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages']"
WARS,3,"['CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages']"
TRIM47,3,"['Macrophages', 'Mast cells', 'Tregs']"
ITGA4,3,"['CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages']"
CYBB,3,"['CLEC10A+ DCs', 'Langerhans', 'Mast cells']"
MYLK,3,"['CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages']"
SERPINB4,3,"['CLEC10A+ DCs', 'Langerhans', 'Macrophages']"
MDFIC,3,"['CD4+ T cells', 'CD8+ T cells', 'Mast cells']"
SERPINB9,3,"['CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages']"
RELB,3,"['CLEC10A+ DCs', 'Macrophages', 'Tregs']"
MYO1C,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
RARA,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'CLEC9A+ DCs']"
NTN4,3,"['CD8+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
FPR1,3,"['CLEC10A+ DCs', 'Langerhans', 'Macrophages']"
PID1,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
SPTBN1,3,"['CLEC10A+ DCs', 'Macrophages', 'Tregs']"
BCL2A1,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
CD36,3,"['CD4+ T cells', 'CLEC9A+ DCs', 'Macrophages']"
FLT3LG,3,"['CD4+ T cells', 'CD8+ T cells', 'Tregs']"
ZFHX3,3,"['CLEC10A+ DCs', 'CLEC9A+ DCs', 'Macrophages']"
LDHA,3,"['CLEC10A+ DCs', 'Langerhans', 'Macrophages']"
ADAMDEC1,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
TMEM45A,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
IL9R,3,"['CD4+ T cells', 'CD8+ T cells', 'Tregs']"
CTSL,3,"['CD4+ T cells', 'CLEC10A+ DCs', 'Tregs']"
FILIP1L,3,"['CD8+ T cells', 'CLEC10A+ DCs', 'Macrophages']"
KLRK1,2,"['CD4+ T cells', 'Macrophages']"
NLRP1,2,"['CLEC10A+ DCs', 'Macrophages']"
HOXB5,2,"['CD4+ T cells', 'Macrophages']"
PPIF,2,"['CLEC10A+ DCs', 'Macrophages']"
VDR,2,"['Macrophages', 'Tregs']"
LILRB1,2,"['CLEC10A+ DCs', 'Macrophages']"
CNRIP1,2,"['CLEC10A+ DCs', 'Macrophages']"
SH2B2,2,"['CLEC10A+ DCs', 'Macrophages']"
EIF5A,2,"['CLEC10A+ DCs', 'Macrophages']"
DTNA,2,"['CLEC10A+ DCs', 'Macrophages']"
CLEC5A,2,"['CLEC10A+ DCs', 'Macrophages']"
DSG3,2,"['CLEC10A+ DCs', 'Langerhans']"
CCL27,2,"['CD4+ T cells', 'Langerhans']"
PRKCB,2,"['CLEC10A+ DCs', 'Macrophages']"
CLEC6A,2,"['CLEC10A+ DCs', 'Macrophages']"
IQGAP1,2,"['CLEC10A+ DCs', 'Macrophages']"
PGD,2,"['CLEC10A+ DCs', 'Macrophages']"
CTLA4,2,"['CD4+ T cells', 'Tregs']"
P2RY14,2,"['CLEC10A+ DCs', 'Macrophages']"
EBF1,2,"['CLEC10A+ DCs', 'Macrophages']"
P2RY2,2,"['CLEC10A+ DCs', 'Macrophages']"
USP53,2,"['CLEC10A+ DCs', 'Macrophages']"
HIPK2,2,"['CLEC10A+ DCs', 'Macrophages']"
STK32C,2,"['CD8+ T cells', 'CLEC10A+ DCs']"
IRF4,2,"['CD4+ T cells', 'Tregs']"
APOL3,2,"['CD8+ T cells', 'Macrophages']"
IL18R1,2,"['CLEC10A+ DCs', 'CLEC9A+ DCs']"
CCL22,2,"['Langerhans', 'Macrophages']"
CLEC7A,2,"['CLEC10A+ DCs', 'Macrophages']"
TNC,2,"['CLEC10A+ DCs', 'Macrophages']"
STMN1,2,"['CLEC10A+ DCs', 'Macrophages']"
SIGLEC7,2,"['CLEC10A+ DCs', 'Macrophages']"
HK1,2,"['CLEC10A+ DCs', 'Macrophages']"
SP140,2,"['CLEC10A+ DCs', 'Macrophages']"
EGR3,2,"['Mast cells', 'Tregs']"
IL1RN,2,"['CLEC10A+ DCs', 'Macrophages']"
TNFSF10,2,"['Langerhans', 'Mast cells']"
DRAM1,2,"['CLEC10A+ DCs', 'Macrophages']"
SNX29,2,"['CLEC10A+ DCs', 'Macrophages']"
IFITM1,2,"['CLEC10A+ DCs', 'Macrophages']"
CTSK,2,"['Macrophages', 'Mast cells']"
PLSCR1,2,"['CLEC10A+ DCs', 'Macrophages']"
BCL2L11,2,"['CLEC10A+ DCs', 'Macrophages']"
SRC,2,"['CLEC10A+ DCs', 'Macrophages']"
BCL3,2,"['CLEC10A+ DCs', 'Macrophages']"
SQLE,2,"['CLEC10A+ DCs', 'Macrophages']"
LRRC59,2,"['CD4+ T cells', 'Macrophages']"
IL4R,2,"['CLEC10A+ DCs', 'Macrophages']"
IGFBP2,2,"['CLEC10A+ DCs', 'Macrophages']"
TSPAN13,2,"['CLEC10A+ DCs', 'Macrophages']"
LRP1,2,"['CLEC10A+ DCs', 'Macrophages']"
IKBKE,2,"['CLEC10A+ DCs', 'Macrophages']"
SPIB,2,"['CLEC10A+ DCs', 'Macrophages']"
BLNK,2,"['CLEC10A+ DCs', 'Macrophages']"
HPGD,2,"['CD4+ T cells', 'CD8+ T cells']"
CSF2,2,"['CD4+ T cells', 'CD8+ T cells']"
SPHK1,2,"['CLEC10A+ DCs', 'Macrophages']"
IKZF3,2,"['Macrophages', 'Mast cells']"
PLA2G7,2,"['CLEC10A+ DCs', 'Macrophages']"
CYCS,2,"['CLEC10A+ DCs', 'Macrophages']"
LPAR1,2,"['CD4+ T cells', 'Macrophages']"
CXCR4,2,"['CLEC10A+ DCs', 'Macrophages']"
CXCL9,2,"['CLEC9A+ DCs', 'Tregs']"
SOS1,2,"['CD4+ T cells', 'Tregs']"
PIM1,2,"['CLEC10A+ DCs', 'Macrophages']"
LIFR,2,"['CLEC10A+ DCs', 'Macrophages']"
TRAFD1,2,"['CLEC10A+ DCs', 'Macrophages']"
PKM,2,"['CLEC10A+ DCs', 'Macrophages']"
IL2,2,"['CD4+ T cells', 'CD8+ T cells']"
CPVL,2,"['CLEC10A+ DCs', 'CLEC9A+ DCs']"
PI16,2,"['CD8+ T cells', 'Tregs']"
SMAD3,2,"['CLEC10A+ DCs', 'Macrophages']"
TWIST1,2,"['CD8+ T cells', 'CLEC10A+ DCs']"
HPGDS,2,"['Langerhans', 'Macrophages']"
C1QTNF6,2,"['CD4+ T cells', 'Macrophages']"
HRH1,2,"['CD4+ T cells', 'Macrophages']"
HRH2,2,"['CLEC10A+ DCs', 'Macrophages']"
SLC24A4,2,"['CLEC9A+ DCs', 'Macrophages']"
LAD1,2,"['CLEC10A+ DCs', 'Macrophages']"
DNM1,2,"['CLEC10A+ DCs', 'Macrophages']"
LAG3,2,"['CD8+ T cells', 'Tregs']"
SLC2A3,2,"['CLEC10A+ DCs', 'Macrophages']"
LAMB3,2,"['CLEC10A+ DCs', 'Macrophages']"
HSPA9,2,"['CLEC10A+ DCs', 'Macrophages']"
SLC39A8,2,"['CLEC10A+ DCs', 'Macrophages']"
TNFRSF21,2,"['CLEC10A+ DCs', 'Macrophages']"
DMPK,2,"['CLEC10A+ DCs', 'Macrophages']"
DMD,2,"['CD4+ T cells', 'Macrophages']"
LILRA1,2,"['CLEC10A+ DCs', 'Macrophages']"
UBD,2,"['CLEC10A+ DCs', 'Macrophages']"
TNFSF14,2,"['CD4+ T cells', 'Tregs']"
IL1B,2,"['CLEC10A+ DCs', 'Macrophages']"
LAMP3,2,"['CLEC10A+ DCs', 'Macrophages']"
VSIG4,2,"['CLEC10A+ DCs', 'Macrophages']"
SLC7A7,2,"['CLEC10A+ DCs', 'Macrophages']"
HYOU1,2,"['CLEC10A+ DCs', 'Macrophages']"
SLCO2B1,2,"['CLEC10A+ DCs', 'Langerhans']"
TYMP,2,"['CLEC10A+ DCs', 'Macrophages']"
TNFSF8,2,"['CLEC10A+ DCs', 'Macrophages']"
COMP,2,"['CLEC10A+ DCs', 'Macrophages']"
TNIP1,2,"['CLEC10A+ DCs', 'Macrophages']"
DEPTOR,2,"['CLEC10A+ DCs', 'Macrophages']"
CLEC4D,2,"['CLEC10A+ DCs', 'Macrophages']"
HDAC9,2,"['CLEC10A+ DCs', 'Macrophages']"
ZBTB16,2,"['CD4+ T cells', 'Macrophages']"
PTK2,2,"['CLEC9A+ DCs', 'Macrophages']"
ZC3H12A,2,"['CLEC10A+ DCs', 'Macrophages']"
ADM,2,"['CLEC10A+ DCs', 'Macrophages']"
CEP112,2,"['CD4+ T cells', 'CD8+ T cells']"
PTPN1,2,"['CLEC10A+ DCs', 'Macrophages']"
ADGRE2,2,"['CLEC10A+ DCs', 'Macrophages']"
FGFR1,2,"['CD4+ T cells', 'Macrophages']"
CD33,2,"['CLEC10A+ DCs', 'CLEC9A+ DCs']"
ROBO4,2,"['CLEC10A+ DCs', 'Macrophages']"
FHAD1,2,"['CLEC10A+ DCs', 'Macrophages']"
CD38,2,"['CD4+ T cells', 'Macrophages']"
CD3E,2,"['CLEC10A+ DCs', 'Macrophages']"
TCEA3,2,"['CLEC10A+ DCs', 'CLEC9A+ DCs']"
MRC1,2,"['CLEC10A+ DCs', 'Macrophages']"
THY1,2,"['CLEC10A+ DCs', 'Macrophages']"
ADAMTS2,2,"['CD4+ T cells', 'Mast cells']"
NCF2,2,"['CLEC10A+ DCs', 'Macrophages']"
PTGS2,2,"['Macrophages', 'Mast cells']"
RHOH,2,"['CLEC10A+ DCs', 'Macrophages']"
CD274,2,"['CLEC10A+ DCs', 'Macrophages']"
PDGFC,2,"['CLEC10A+ DCs', 'Macrophages']"
PTGER2,2,"['Macrophages', 'Mast cells']"
CD1A,2,"['CLEC10A+ DCs', 'CLEC9A+ DCs']"
CGAS,2,"['CLEC10A+ DCs', 'Macrophages']"
AHRR,2,"['CD8+ T cells', 'CLEC10A+ DCs']"
MMP11,2,"['Macrophages', 'Mast cells']"
FCGR1A,2,"['CLEC10A+ DCs', 'Macrophages']"
GRAMD1A,2,"['CLEC10A+ DCs', 'Macrophages']"
FCGR3A,2,"['CLEC10A+ DCs', 'Macrophages']"
FCGR3B,2,"['CLEC10A+ DCs', 'Macrophages']"
MMP9,2,"['CLEC10A+ DCs', 'Macrophages']"
AFF1,2,"['CLEC10A+ DCs', 'Macrophages']"
CFHR1,2,"['CD4+ T cells', 'CLEC10A+ DCs']"
P4HB,2,"['CLEC10A+ DCs', 'Macrophages']"
TIGIT,2,"['CD8+ T cells', 'Macrophages']"
CD40,2,"['CLEC10A+ DCs', 'Macrophages']"
ADAM33,2,"['CD4+ T cells', 'CLEC10A+ DCs']"
FAP,2,"['Macrophages', 'Mast cells']"
FXYD7,2,"['CD4+ T cells', 'CD8+ T cells']"
FZD4,2,"['CD4+ T cells', 'Macrophages']"
GABBR1,2,"['CLEC10A+ DCs', 'Macrophages']"
KCNQ1,2,"['CLEC10A+ DCs', 'Macrophages']"
RASGRP1,2,"['CLEC10A+ DCs', 'Macrophages']"
ABCC9,2,"['CD8+ T cells', 'Macrophages']"
TFPI,2,"['CLEC10A+ DCs', 'Macrophages']"
GADD45A,2,"['CLEC10A+ DCs', 'Macrophages']"
GCH1,2,"['CLEC10A+ DCs', 'Macrophages']"
TGFBR3,2,"['CD4+ T cells', 'Macrophages']"
TGFBR1,2,"['CLEC9A+ DCs', 'Tregs']"
MVP,2,"['CLEC10A+ DCs', 'Macrophages']"
TGFB2,2,"['CLEC10A+ DCs', 'Macrophages']"
TGFB1I1,2,"['CD4+ T cells', 'Macrophages']"
MXRA7,2,"['CLEC10A+ DCs', 'Macrophages']"
GAS6,2,"['CLEC10A+ DCs', 'Macrophages']"
RELT,2,"['CLEC10A+ DCs', 'Macrophages']"
FUT7,2,"['CD8+ T cells', 'Macrophages']"
KCNJ15,2,"['CLEC9A+ DCs', 'Macrophages']"
GIMAP4,2,"['CD4+ T cells', 'Macrophages']"
ADAM12,2,"['CLEC10A+ DCs', 'Macrophages']"
KCNJ2,2,"['CLEC10A+ DCs', 'Macrophages']"
TDO2,2,"['CLEC10A+ DCs', 'Macrophages']"
TEDC1,2,"['CLEC9A+ DCs', 'Macrophages']"
ACVR1B,2,"['CD4+ T cells', 'Tregs']"
MS4A1,2,"['CLEC10A+ DCs', 'Macrophages']"
CD7,2,"['CD4+ T cells', 'Tregs']"
FRMD6,2,"['CLEC10A+ DCs', 'Macrophages']"
TENT5C,2,"['CLEC10A+ DCs', 'Macrophages']"
CD80,2,"['CLEC10A+ DCs', 'Macrophages']"
RAI14,2,"['CLEC10A+ DCs', 'Macrophages']"
GJA1,2,"['CLEC10A+ DCs', 'Macrophages']"
CD82,2,"['CLEC10A+ DCs', 'Macrophages']"
MZB1,2,"['Macrophages', 'Mast cells']"
ACE,2,"['CLEC9A+ DCs', 'Macrophages']"
TAP2,2,"['CLEC10A+ DCs', 'Macrophages']"
SP9,2,"['CLEC10A+ DCs', 'Macrophages']"
NEK3,2,"['CLEC10A+ DCs', 'Macrophages']"
CKAP4,2,"['CLEC10A+ DCs', 'Macrophages']"
NEMP1,2,"['CLEC10A+ DCs', 'Macrophages']"
WNT5A,2,"['Macrophages', 'Mast cells']"
SYNPO2,2,"['CD4+ T cells', 'Macrophages']"
KLF4,2,"['CD4+ T cells', 'Macrophages']"
GSTO1,2,"['CLEC10A+ DCs', 'Macrophages']"
ALOX5,2,"['CLEC10A+ DCs', 'Macrophages']"
AOAH,2,"['CLEC9A+ DCs', 'Macrophages']"
F13A1,2,"['CLEC10A+ DCs', 'Macrophages']"
PDPN,2,"['CLEC10A+ DCs', 'Macrophages']"
SEMA4D,2,"['CLEC10A+ DCs', 'Macrophages']"
EPHX1,2,"['CLEC10A+ DCs', 'Macrophages']"
CCR8,2,"['CD4+ T cells', 'CD8+ T cells']"
SELPLG,2,"['CLEC10A+ DCs', 'Macrophages']"
WWP1,2,"['CLEC10A+ DCs', 'Macrophages']"
HCAR3,2,"['CLEC10A+ DCs', 'Macrophages']"
ITGAL,2,"['CLEC9A+ DCs', 'Macrophages']"
ITGB7,2,"['CD4+ T cells', 'Tregs']"
SCN7A,2,"['CD4+ T cells', 'Macrophages']"
AOC3,2,"['CLEC10A+ DCs', 'Macrophages']"
ALDH2,2,"['CLEC10A+ DCs', 'Macrophages']"
MDM4,2,"['CLEC10A+ DCs', 'Macrophages']"
VSTM2L,2,"['CD4+ T cells', 'CD8+ T cells']"
LILRA5,2,"['CLEC10A+ DCs', 'Macrophages']"
GATA3,2,"['CD4+ T cells', 'Langerhans']"
EMP1,2,"['CLEC10A+ DCs', 'Macrophages']"
GZMB,2,"['CLEC10A+ DCs', 'Macrophages']"
CLEC10A,2,"['CLEC10A+ DCs', 'CLEC9A+ DCs']"
TLR8,2,"['CLEC9A+ DCs', 'Macrophages']"
ITGAX,2,"['CLEC9A+ DCs', 'Macrophages']"
ITGA3,2,"['CLEC10A+ DCs', 'Mast cells']"
ENPP2,2,"['CLEC10A+ DCs', 'Macrophages']"
ALG13,2,"['CLEC10A+ DCs', 'Macrophages']"
PFKFB3,1,['Macrophages']
SPN,1,['Macrophages']
CLCN4,1,['Macrophages']
IRS1,1,['Tregs']
IRS2,1,['Macrophages']
IRF7,1,['Macrophages']
PCDH18,1,['Macrophages']
KCNK2,1,['Tregs']
IL2RA,1,['CLEC10A+ DCs']
CSF1R,1,['Macrophages']
STRIP2,1,['Mast cells']
CDR2L,1,['Macrophages']
CSF1,1,['Macrophages']
KCNK13,1,['Macrophages']
SVEP1,1,['CD4+ T cells']
IL2RG,1,['Macrophages']
STMN3,1,['Tregs']
SPIN1,1,['Macrophages']
PER1,1,['Macrophages']
CHIT1,1,['Macrophages']
TERF2,1,['Macrophages']
CLIC6,1,['Macrophages']
SULF1,1,['Macrophages']
CLEC4A,1,['CLEC9A+ DCs']
CDCA7L,1,['Macrophages']
CTDSPL,1,['Macrophages']
CLEC12A,1,['CLEC10A+ DCs']
CDH11,1,['Macrophages']
IL1R1,1,['CLEC10A+ DCs']
CST7,1,['Macrophages']
CLDN7,1,['Macrophages']
TFAP2A,1,['CLEC10A+ DCs']
SPAG8,1,['Macrophages']
IL1RL1,1,['CLEC10A+ DCs']
IL1RL2,1,['CLEC10A+ DCs']
PEPD,1,['Macrophages']
PIK3CG,1,['Macrophages']
CSPG4,1,['Macrophages']
CDH23,1,['CLEC10A+ DCs']
CDH3,1,['CLEC10A+ DCs']
CDHR1,1,['Langerhans']
KCNMA1,1,['Macrophages']
ITGAD,1,['Macrophages']
CSK,1,['Macrophages']
TET2,1,['CLEC10A+ DCs']
STX1A,1,['CD4+ T cells']
CRY2,1,['Macrophages']
TES,1,['Macrophages']
CSF3R,1,['Macrophages']
PEA15,1,['Macrophages']
CMKLR1,1,['CLEC10A+ DCs']
CELSR1,1,['CLEC10A+ DCs']
IL3RA,1,['Macrophages']
STAB1,1,['Macrophages']
COL23A1,1,['CLEC10A+ DCs']
